title,abstract,date,section,url
"Trump’s Order to Open Arctic Waters to Oil Drilling Was Unlawful, Federal Judge Finds",The decision has broad implications for Mr. Trump’s effort to push drilling across the American coastline and on public lands.,2019-03-30,Climate,https://www.nytimes.com/2019/03/30/climate/trump-oil-drilling-arctic.html
This Tarantula Became a Scientific Celebrity. Was It Poached From the Wild?,Controversy over a new spider species has resurrected thorny ethical questions about scientists and their specimens.,2019-04-01,Science,https://www.nytimes.com/2019/04/01/science/poaching-wildlife-scientists.html
Something on Mars Is Producing Gas Usually Made by Living Things on Earth,"Mars emits methane, a European orbiter has confirmed. But scientists can’t say yet whether the source is geological or biological.",2019-04-01,Science,https://www.nytimes.com/2019/04/01/science/mars-methane-gas.html
"Romeo, Meet Juliet. Now Go Save Your Species.","The Sehuencas water frogs in a Bolivian aquarium hit it off, but Romeo might need a little more practice before they succeed in reproducing.",2019-04-01,Science,https://www.nytimes.com/2019/04/01/science/romeo-juliet-frogs.html
One Thing You Can Do: Keep Your Old Gadgets Out of the Trash,"Also this week: How it felt to climb a 28-story ladder in pursuit of news. Our reporter was, he said, “a mess.”",2019-04-03,Climate,https://www.nytimes.com/2019/04/03/climate/nyt-climate-fwd-newsletter.html
We Fact-Checked President Trump’s Dubious Claims on the Perils of Wind Power,It’s no secret that Mr. Trump dislikes wind power. But he's stepped up his attacks lately with new false claims.,2019-04-04,Climate,https://www.nytimes.com/2019/04/03/climate/fact-check-trump-windmills.html
"Trump’s Pick for Interior Dept. Continued Lobbying After Officially Vowing to Stop, New Files Show","An invoice and other documents indicate that the nominee, David Bernhardt, continued to lobby after he filed official papers promising that he would no longer do so.",2019-04-04,Climate,https://www.nytimes.com/2019/04/04/climate/david-bernhardt-interior-lobbying.html
The Comeback of Trumpeter Swans,"Restoration efforts in Ontario, Canada, have helped a once-vanquished population to flourish. And they have been sighted in new habitats in the United States, too.",2019-04-09,Science,https://www.nytimes.com/2019/04/09/science/trumpeter-swans-ontario-canada.html
How Beetles That Live Underwater Breathe Without a Scuba Tank,"When an insect is this small, it seems to be able to get away with an unusual technique for taking in oxygen.",2019-04-09,Science,https://www.nytimes.com/2019/04/09/science/underwater-beetles-breathe-skin.html
"‘Dr. Seuss’s Garden’ Yields a Deep-Sea Discovery, but It Already Faces Threats","Researchers said Tuesday they had found two new species of coral in undersea canyons off New England, an area where ocean temperatures are expected to increase sharply because of global warming.",2019-04-09,Climate,https://www.nytimes.com/2019/04/09/climate/coral-atlantic-warming.html
A Gas Could Hint at Signs of Life on Mars. Why Hasn’t a New Spacecraft Found It?,"Two spacecraft have detected methane in the Martian air. But the Trace Gas Orbiter, with more sensitive instruments, has come up empty.",2019-04-10,Science,https://www.nytimes.com/2019/04/10/science/mars-methane-life.html
Automakers Plan for Their Worst Nightmare: Regulatory Chaos After Trump’s Emissions Rollback,"The matter is increasingly urgent because the Trump administration is said to have settled on the details of its rollback plan, which would quite likely split the American auto market.",2019-04-10,Climate,https://www.nytimes.com/2019/04/10/climate/auto-emissions-cafe-rollback-trump.html
One Thing You Can Do: Reduce Your Lawn,Also this week: How our reporters solved a mystery in the Arctic National Wildlife Refuge.,2019-04-10,Climate,https://www.nytimes.com/2019/04/10/climate/climate-newsletter-lawns.html
Senate Confirms Bernhardt as Interior Secretary Amid Calls for Investigations Into His Conduct,The former oil lobbyist has already played a central role in designing many of President Trump’s policies for expanding drilling and mining.,2019-04-11,Climate,https://www.nytimes.com/2019/04/11/climate/bernhardt-interior-senate-confirmation.html
How Giant Sea Spiders May Survive in Warming Oceans,The strange creatures’ adaptations to the cold of the Antarctic Ocean may also help them as their habitats heat up.,2019-04-14,Science,https://www.nytimes.com/2019/04/14/science/sea-spiders-antarctica.html
Want to Escape Global Warming? These Cities Promise Cool Relief,"While climate change affects everywhere, some areas in America will be less affected than others. And some of those fortunate places, it happens, might be looking for people. ",2019-04-15,Climate,https://www.nytimes.com/2019/04/15/climate/climate-migration-duluth.html
"Interior Dept. Opens Ethics Investigation of Its New Chief, David Bernhardt","The department's inspector general has said that she is looking into a ""wide assortment"" of allegations of conflict of interest and other potential violations.",2019-04-15,Climate,https://www.nytimes.com/2019/04/15/climate/bernhardt-interior-department-ethics-investigation.html
One Thing You Can Do: Fix It,"Also this week: Our reporter visits Duluth, Minn., a city that could become a climate refuge.",2019-04-17,Climate,https://www.nytimes.com/2019/04/17/climate/nyt-climate-newsletter-repair.html
E.P.A. Moves to ‘Close the Door’ on Asbestos. Consumer Groups Say Loopholes Remain.,"The new rule will restrict uses of asbestos, a carcinogen, more than initially expected, but health advocates criticized it as falling short of the protections needed.",2019-04-17,Climate,https://www.nytimes.com/2019/04/17/climate/epa-asbestos-rule.html
"Ocean-Clogging Microplastics Also Pollute the Air, Study Finds","Microplastics are known to cause ocean pollution, but a new study suggests airborne plastic particles pollute the air and dry land as well.",2019-04-18,Science,https://www.nytimes.com/2019/04/18/science/what-are-microplastics.html
Judge Delivers Major Setback to Trump Policy to Increase Coal Mining on Federal Land,"The Interior Department acted illegally when it sought to lift an Obama-era moratorium on coal mining on public lands, a court found.",2019-04-20,Climate,https://www.nytimes.com/2019/04/19/climate/court-trump-coal-mining-setback.html
These Otters Are Popular Pets in Asia. That May Be Their Undoing.,"Asian small-clawed otters are increasingly popular as novelty pets, particularly in Japan. Now international trade in the species may be banned.",2019-04-22,Science,https://www.nytimes.com/2019/04/22/science/asia-otters-pets-japan.html
"Global Wealth Gap Would Be Smaller Today Without Climate Change, Study Finds","Most of the world’s poor countries are poorer than they would have been had greenhouse gas emissions not altered the climate. In some rich countries, it's the opposite. ",2019-04-22,Climate,https://www.nytimes.com/2019/04/22/climate/climate-change-global-wealth-gap.html
One Thing You Can Do: Know Your Plastics,"Also this week, how it feels to stand on a melting glacier.",2019-04-24,Climate,https://www.nytimes.com/2019/04/24/climate/nyt-climate-newsletter-recycling-plastic.html
"A Respite From Record Losses, but Tropical Forests Are Still in Trouble","Satellite data suggest 2018 wasn't as bad as the previous two years for tropical deforestation, but the overall trend of losing trees continues. ",2019-04-25,Climate,https://www.nytimes.com/2019/04/25/climate/tropical-forest-deforestation.html
Can Humans Help Trees Outrun Climate Change?,A dark synergy of extreme weather and emboldened pests could imperil vast stretches of woodland. Foresters are only starting to wrestle with solutions.,2019-04-25,Climate,https://www.nytimes.com/2019/04/25/climate/trees-climate-change.html
Interior Dept. Delays Its Plan to Open U.S. Coastline to Drilling,"The decision is a setback to one of the Trump administration's signature plans to encourage oil production as part of its ""energy dominance"" policy.",2019-04-25,Climate,https://www.nytimes.com/2019/04/25/climate/offshore-drilling-delay.html
An Emperor Penguin Colony in Antarctica Vanishes,"A colony in Halley Bay lost more than 10,000 chicks in 2016 and hasn’t recovered. Some adults have relocated.",2019-04-25,Science,https://www.nytimes.com/2019/04/25/science/emperor-penguins-antarctica.html
U.S. to Consider Listing Giraffes as Endangered Species,"The population of giraffes, the tallest land animals on earth, has declined by about 40 percent in the last three decades, conservationists say.",2019-04-27,Science,https://www.nytimes.com/2019/04/27/science/giraffes-endangered-species.html
Chronicles of the Rings: What Trees Tell Us,"Studying the historical data stored in centuries-old trees is a burgeoning field, with labs around the world learning more about historical patterns of weather and climate and the effects on humans.",2019-04-30,Science,https://www.nytimes.com/2019/04/30/science/tree-rings-climate.html
"In a Switch, Some Republicans Start Citing Climate Change as Driving Their Policies","Driven partly by polls showing voters in both parties — particularly younger ones — are worried about a warming planet, some lawmakers are changing how they talk about climate change.",2019-04-30,Climate,https://www.nytimes.com/2019/04/30/climate/republicans-climate-change-policies.html
These Five Cuisines Are Easier on the Planet,"There is no magic cuisine to save our species. There are, however, many ways to eat sustainably.",2019-04-30,Climate,https://www.nytimes.com/2019/04/30/climate/these-five-cuisines-are-easier-on-the-planet.html
"In a Warming World, Evidence of a Human ‘Fingerprint’ on Drought",A new study finds human-caused global warming has affected patterns of drought going back to the turn of the 20th century.,2019-05-01,Climate,https://www.nytimes.com/2019/05/01/climate/global-warming-drought-human-influence.html
